7859000	C0334847	instructor de aviación
265961007	C0334848	capitanes de buque/oficiales/pilotos
159265004	C0334848	capitán de barco/oficial/piloto
265961007	C0334848	capitán de buque/oficial/piloto
136496001	C0334848	Ship master/officer/pilot NOS
36929008	C0334849	capitán de buque (mar)
36929008	C0334849	capitán mercante (mar)
63623006	C0334850	capitán de buque (aguas nacionales)
63623006	C0334850	capitán mercante (aguas nacionales)
33305000	C0334851	oficial de navegación
47007002	C0334852	capitán
8437008	C0334853	superintendente de marina (cubierta)
44541006	C0334854	otros oficiales y pilotos de cubierta
106282006	C0334855	ingeniero de embarcación
54741000	C0334856	ingeniero en jefe de la embarcación
22835001	C0334857	ingeniero naval
27410009	C0334858	superintendente de marina (técnico)
106283001	C0334859	científico especializado en ciencias biológicas Y/O técnico afín
106284007	C0334860	biólogo, zoólogo Y/O científico afín
72327007	C0334861	biólogo (general)
136340009	C0334861	científico biológico
136340009	C0334861	Biological scientist NOS
5334003	C0334862	botánico
63250007	C0334863	otros biólogos, zoólogos y científicos afines
106285008	C0334864	bacteriólogo, farmacólogo Y/O científico afín
112246007	C0334865	anatomista
61207006	C0334866	anatomopatólogo clínico
2612001	C0334867	anatomopatólogo veterinario
23489002	C0334868	científico especialista en el reino animal
16587007	C0334869	otros bacteriólogos, farmacólogos y científicos afines
106286009	C0334870	agrónomo Y/O científico afín
88955002	C0334871	agrónomo
85864005	C0334873	silvicultor
77057002	C0334874	científico especializado en el estudio de los suelos
74172005	C0334875	asesor especialista en cultivos
13921008	C0334876	otros agrónomos y científicos afines
106287000	C0334877	técnico especializado en ciencias biológicas
28871005	C0334878	técnico biólogo
33319000	C0334879	técnico especialista en ciencias médicas
33143007	C0334880	otros técnicos especialista en ciencias biológicas
106288005	C0334881	trabajador del área médica, dental, veterinaria Y/O afín
78703002	C0334885	cirujano general
69280009	C0334886	médico especialista
45440000	C0334889	reumatólogo
1421009	C0334890	cirujano especializado
22731001	C0334891	cirujano ortopédico
56545009	C0334892	cirujano cardiovascular
